"Representative","State","Amount"
"Shaw Monte (R-IA)","Iowa","$52755"
"Terry Lee (R-NE)","Nebraska","$32350"
"Noem Kristi (R-SD)","South Dakota","$32050"
"King Steven A (R-IA)","Iowa","$27450"
"Yoder Kevin (R-KS)","Kansas","$23900"
"Shimkus John (R-IL)","Illinois","$23250"
"Israel Steve (D-NY)","New York","$22700"
"Peterson Collin (D-MN)","Minnesota","$21500"
"McNerney Jerry (D-CA)","California","$21150"
"Davis Rodney (R-IL)","Illinois","$17600"
"Gabbard Tulsi (D-HI)","Hawaii","$17150"
"Bustos Cheri (D-IL)","Illinois","$16000"
"Salmon Matt (R-AZ)","Arizona","$13950"
"Duckworth Tammy (D-IL)","Illinois","$13850"
"Miller Candice S (R-MI)","Michigan","$13500"
"Hayworth Nan (R-NY)","New York","$13000"
"Kind Ron (D-WI)","Wisconsin","$13000"
"Whitfield Ed (R-KY)","Kentucky","$13000"
"Lofgren Zoe (D-CA)","California","$12400"
"Barber Ron (D-AZ)","Arizona","$12200"
"Eshoo Anna (D-CA)","California","$11900"
"Latta Bob (R-OH)","Ohio","$11700"
"Takai Mark (D-HI)","Hawaii","$11600"
"Gibson Chris (R-NY)","New York","$11500"
"Kinzinger Adam (R-IL)","Illinois","$11500"
"Pompeo Mike (R-KS)","Kansas","$11400"
"Ruiz Raul (D-CA)","California","$11200"
"Schock Aaron (R-IL)","Illinois","$11000"
"Tonko Paul (D-NY)","New York","$10800"
"Eldridge Sean (D-NY)","New York","$10650"
"Garrett Scott (R-NJ)","New Jersey","$10625"
"Flores Bill (R-TX)","Texas","$10400"
"Reed Tom (R-NY)","New York","$10250"
"Young David (R-IA)","Iowa","$10100"
"Welch Peter (D-VT)","Vermont","$9950"
"Kuster Ann (D-NH)","New Hampshire","$9500"
"Luetkemeyer Blaine (R-MO)","Missouri","$9500"
"Walorski Jackie (R-IN)","Indiana","$9500"
"Hoyer Steny H (D-MD)","Maryland","$9000"
"Loebsack David (D-IA)","Iowa","$9000"
"Foster Bill (D-IL)","Illinois","$8950"
"Blumenauer Earl (D-OR)","Oregon","$8842"
"Schakowsky Jan (D-IL)","Illinois","$8500"
"Walz Tim (D-MN)","Minnesota","$8500"
"Swalwell Eric (D-CA)","California","$8200"
"Lieu Ted (D-CA)","California","$8100"
"Kaptur Marcy (D-OH)","Ohio","$8000"
"Ruppersberger Dutch (D-MD)","Maryland","$7800"
"Stewart Chris (R-UT)","Utah","$7800"
"Tiahrt Todd (R-KS)","Kansas","$7700"
"Hartzler Vicky (R-MO)","Missouri","$7600"
"LaPolice Alan (R-KS)","Kansas","$7600"
"Crowley Joseph (D-NY)","New York","$7575"
"Reichert Dave (R-WA)","Washington","$7500"
"Love Mia (R-UT)","Utah","$7481"
"Rice Kathleen (D-NY)","New York","$7450"
"Bishop Timothy H (D-NY)","New York","$7200"
"Cook Paul (R-CA)","California","$7100"
"Heck Joe (R-NV)","Nevada","$6500"
"Beyer Don (D-VA)","Virginia","$6450"
"Boehner John (R-OH)","Ohio","$6350"
"Blum Rod (R-IA)","Iowa","$6250"
"Graves Sam (R-MO)","Missouri","$6000"
"Slaughter Louise M (D-NY)","New York","$6000"
"Schultz Debbie Wasserman (D-FL)","Florida","$5750"
"Cain Emily (D-ME)","Maine","$5600"
"Titus Dina (D-NV)","Nevada","$5500"
"Adams Steve (R-CA)","California","$5200"
"Huelskamp Tim (R-KS)","Kansas","$5200"
"Takano Mark (D-CA)","California","$5200"
"Conaway Mike (R-TX)","Texas","$5100"
"Garamendi John (D-CA)","California","$5100"
"Smith Jason (R-MO)","Missouri","$5100"
"Greuel Wendy (D-CA)","California","$5000"
"Heck Dennis (D-WA)","Washington","$5000"
"Hice Jody (R-GA)","Georgia","$5000"
"Peters Scott (D-CA)","California","$5000"
"Rush Bobby (D-IL)","Illinois","$5000"
"Sarbanes John (D-MD)","Maryland","$5000"
"Walden Greg (R-OR)","Oregon","$4750"
"Esty Elizabeth (D-CT)","Connecticut","$4600"
"Waxman Henry (D-CA)","California","$4600"
"Maffei Dan (D-NY)","New York","$4500"
"Sanford Mark (R-SC)","South Carolina","$4500"
"Smith Adrian (R-NE)","Nebraska","$4500"
"Upton Fred (R-MI)","Michigan","$4500"
"Doggett Lloyd (D-TX)","Texas","$4250"
"Garcia Joe (D-FL)","Florida","$4250"
"Issa Darrell (R-CA)","California","$4250"
"Van Hollen Chris (D-MD)","Maryland","$4250"
"Kilmer Derek (D-WA)","Washington","$4050"
"Benacquisto Lizbeth (R-FL)","Florida","$4000"
"Brooks Susan (R-IN)","Indiana","$4000"
"Cicilline David (D-RI)","Rhode Island","$4000"
"Costa Jim (D-CA)","California","$4000"
"Fitzpatrick Michael G (R-PA)","Pennsylvania","$4000"
"Pelosi Nancy (D-CA)","California","$4000"
"Honda Mike (D-CA)","California","$3925"
"Chirukula Upendra J (D-NJ)","New Jersey","$3750"
"Radel Trey (R-FL)","Florida","$3700"
"Jenkins Lynn (R-KS)","Kansas","$3600"
